id,Age,Work Class,FnlWgt,Education,Education Num,Maried Status,Occupation,Relationship,Race,Gender,Capital Gain,Capital Loss,hours per wk,Native Country,APPROVE/NOT
1765,45,Private,302677,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,1340,50,United-States,0
1766,35,Private,235485,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
1767,21,Private,91189,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,60,United-States,0
1768,54,Federal-gov,149596,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,0
1769,19,Private,89211,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
1770,48,State-gov,241854,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
1771,41,Private,213351,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
1772,20,Private,74631,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0
1773,56,Private,128696,11th,7,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,40,United-States,0
1774,49,Private,141069,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,0
1775,17,?,347248,10th,6,Never-married,?,Own-child,White,Female,0,0,20,United-States,0
1776,45,Private,176947,7th-8th,4,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,0
1777,46,Private,274200,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,0
1778,39,Private,94036,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
1779,52,?,188431,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,45,United-States,0
1780,34,Local-gov,176802,11th,7,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
1781,65,?,258973,Some-college,10,Widowed,?,Not-in-family,White,Female,401,0,14,United-States,0
1782,46,Private,235646,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
1783,41,Private,175883,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
1784,48,Private,154430,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,0
1785,71,Private,258126,9th,5,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,39,Cuba,0
1786,26,Federal-gov,337575,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
1787,47,Self-emp-inc,308241,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,0
1788,21,?,162165,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,43,United-States,0
1789,23,Private,298623,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,0
1790,65,Private,270935,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,0
1791,60,Private,338833,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,38,United-States,0
1792,19,?,341631,HS-grad,9,Never-married,?,Other-relative,White,Female,0,0,25,United-States,0
1793,35,Private,233786,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
1794,32,Private,366876,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
1795,36,State-gov,183279,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,0
1796,41,Federal-gov,29606,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,1
1797,24,Local-gov,137300,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,0
1798,45,Private,184070,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,0
1799,48,Private,188610,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1
1800,20,Private,41356,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,0
1801,51,Private,145409,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,?,1
1802,24,?,287413,HS-grad,9,Never-married,?,Not-in-family,Black,Male,0,0,60,United-States,0
1803,39,Local-gov,100011,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,38,United-States,0
1804,21,Private,119673,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
1805,49,Private,140782,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2415,3,United-States,1
1806,30,Private,193246,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
1807,68,State-gov,420526,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,5,United-States,0
1808,30,Private,34574,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
1809,32,Self-emp-not-inc,400061,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15024,0,40,Philippines,1
1810,49,Private,107009,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,Portugal,0
1811,24,Private,33551,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,0
1812,34,Private,121640,Some-college,10,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,44,United-States,0
1813,40,Private,179524,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
1814,23,?,473206,HS-grad,9,Never-married,?,Own-child,Black,Male,0,0,32,United-States,0
1815,41,Private,54422,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
1816,23,Private,202416,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,0
1817,48,Private,158685,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,16,United-States,0
1818,56,Self-emp-inc,76534,HS-grad,9,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,21,China,0
1819,42,State-gov,218948,Doctorate,16,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,36,Jamaica,0
1820,37,Self-emp-not-inc,175120,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
1821,32,Private,100154,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,El-Salvador,0
1822,29,Private,160510,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,?,1
1823,58,Private,223214,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,1
1824,40,Private,79488,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
1825,40,Private,136986,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,52,United-States,1
1826,33,Private,202339,11th,7,Never-married,Sales,Unmarried,White,Female,0,0,34,United-States,0
1827,58,Private,205737,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
1828,32,Private,80145,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
1829,22,?,303579,Some-college,10,Never-married,?,Own-child,White,Male,0,1602,8,United-States,0
1830,47,Private,235108,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,1
1831,41,State-gov,201363,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,United-States,1
1832,41,Self-emp-inc,244172,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,1
1833,73,?,99349,Bachelors,13,Widowed,?,Not-in-family,White,Female,0,0,15,United-States,0
1834,56,Federal-gov,338242,Assoc-voc,11,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
1835,83,?,29702,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,0
1836,22,Private,146352,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,60,United-States,0
1837,30,Private,215182,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
1838,41,?,133456,Assoc-acdm,12,Widowed,?,Not-in-family,White,Female,0,0,50,United-States,0
1839,32,Private,79586,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,1
1840,27,Private,181822,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
1841,35,Private,123809,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,35,United-States,1
1842,37,Private,35429,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,1506,0,40,United-States,0
1843,48,Private,151584,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,46,United-States,0
1844,42,Private,303725,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
1845,35,Private,194404,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
1846,20,Local-gov,224229,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,0
1847,33,Private,236396,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,1
1848,25,Private,40255,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,0
1849,29,State-gov,214881,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Honduras,1
1850,47,Private,332465,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,0
1851,28,Private,165218,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,0
1852,20,Private,34506,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,0
1853,30,Local-gov,79190,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
1854,48,Self-emp-not-inc,79001,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
1855,22,Private,137876,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,20,United-States,0
1856,57,Federal-gov,40103,10th,6,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,0
1857,24,Self-emp-inc,145964,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,70,United-States,0
1858,32,Private,268282,7th-8th,4,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,0,35,Mexico,0
1859,67,Local-gov,272587,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,1086,0,15,United-States,0
1860,22,Private,220993,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
1861,20,Private,88676,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
1862,29,Private,185386,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,42,Mexico,0
1863,37,Private,177420,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,1
1864,20,?,203353,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
1865,30,Private,100734,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
1866,32,State-gov,181119,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
1867,23,?,172232,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
1868,31,Private,243678,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
1869,39,Self-emp-inc,170174,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
1870,48,Private,102202,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,0
1871,38,Private,249720,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,0
1872,25,Private,167835,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,0
1873,22,Private,266780,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,24,United-States,0
1874,17,Private,173740,10th,6,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,0
1875,44,Private,40024,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States,1
1876,28,Private,193260,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,50,South,1
1877,18,Private,175752,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0
1878,37,Private,202662,10th,6,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,0
1879,26,Private,167350,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,0
1880,43,Private,412379,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,28,United-States,0
1881,23,Self-emp-not-inc,121568,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,1504,40,United-States,0
1882,43,Private,56651,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
1883,45,Private,238567,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,1
1884,34,Private,144949,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,0
1885,42,Private,234633,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
1886,22,Private,147397,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,44,United-States,0
1887,38,Private,247547,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
1888,35,Private,266645,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
1889,39,Private,154897,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,United-States,0
1890,44,Private,112507,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
1891,45,Federal-gov,110884,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,45,India,1
1892,25,Private,151588,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,40,United-States,0
1893,54,Local-gov,217210,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,1887,38,United-States,1
1894,22,?,185357,Some-college,10,Never-married,?,Own-child,White,Male,0,0,50,United-States,0
1895,47,Private,139701,5th-6th,3,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,Dominican-Republic,0
1896,36,Private,50707,Bachelors,13,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,40,United-States,0
1897,48,Private,370119,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,50,United-States,1
1898,66,Self-emp-not-inc,252842,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,0,0,20,United-States,0
1899,58,Private,106707,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,48,United-States,0
1900,25,Private,149486,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States,0
1901,30,Private,427541,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,99999,0,40,United-States,1
1902,51,Self-emp-not-inc,22154,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
1903,30,Private,144949,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,2559,40,United-States,1
1904,20,Private,228686,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,0
1905,57,Self-emp-not-inc,113010,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
1906,23,Federal-gov,361278,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,20,United-States,0
1907,33,Self-emp-not-inc,109509,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
1908,47,Private,172155,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37,Ecuador,1
1909,54,Private,204304,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
1910,75,Private,233362,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
1911,36,Self-emp-inc,141609,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
1912,51,Private,179479,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,3325,0,40,Yugoslavia,0
1913,32,Private,193565,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
1914,20,Private,314539,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
1915,20,Private,208908,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
1916,41,Self-emp-not-inc,375526,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
1917,31,Private,291494,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
1918,41,Private,117747,Bachelors,13,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam,0
1919,56,Private,331569,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0,0,36,United-States,0
1920,46,Private,146786,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0
1921,59,Private,147098,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
1922,31,Private,137076,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
1923,20,Private,223811,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,23,United-States,0
1924,69,Private,172354,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,1848,0,50,United-States,0
1925,35,Private,154410,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,1
1926,58,Private,277203,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,0
1927,21,Private,97295,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,0
1928,60,Private,95680,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,United-States,1
1929,29,Private,328981,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,0
